,author,num_pages_grp,count
10912,Kate McMullan,500-749,0
10913,Kate McMullan,750-999,0
10914,Kate McMullan,>=1000,0
10915,Kate Mosse,<250,0
10916,Kate Mosse,250-499,0
10917,Kate Mosse,500-749,1
10918,Kate Mosse,750-999,0
10919,Kate Mosse,>=1000,0
10920,Kate Pennington,<250,0
10921,Kate Pennington,250-499,1
10922,Kate Pennington,500-749,0
10923,Kate Pennington,750-999,0
10924,Kate Pennington,>=1000,0
10925,Kate Sedley,<250,0
10926,Kate Sedley,250-499,1
10927,Kate Sedley,500-749,0
10928,Kate Sedley,750-999,0
10929,Kate Sedley,>=1000,0
10930,Kate Summerscale,<250,0
10931,Kate Summerscale,250-499,1
10932,Kate Summerscale,500-749,0
10933,Kate Summerscale,750-999,0
10934,Kate Summerscale,>=1000,0
10935,Kate Walker,<250,0
10936,Kate Walker,250-499,1
10937,Kate Walker,500-749,0
10938,Kate Walker,750-999,0
10939,Kate Walker,>=1000,0
10940,Katharine Holabird,<250,1
10941,Katharine Holabird,250-499,0
10942,Katharine Holabird,500-749,0
10943,Katharine Holabird,750-999,0
10944,Katharine Holabird,>=1000,0
10945,Katharine McMahon,<250,0
10946,Katharine McMahon,250-499,0
10947,Katharine McMahon,500-749,1
10948,Katharine McMahon,750-999,0
10949,Katharine McMahon,>=1000,0
10950,Katherine Beckett,<250,0
10951,Katherine Beckett,250-499,1
10952,Katherine Beckett,500-749,0
10953,Katherine Beckett,750-999,0
10954,Katherine Beckett,>=1000,0
10955,Katherine Dunn,<250,0
10956,Katherine Dunn,250-499,1
10957,Katherine Dunn,500-749,0
10958,Katherine Dunn,750-999,0
10959,Katherine Dunn,>=1000,0
10960,Katherine E. Krohn,<250,1
10961,Katherine E. Krohn,250-499,0
10962,Katherine E. Krohn,500-749,0
10963,Katherine E. Krohn,750-999,0
10964,Katherine E. Krohn,>=1000,0
10965,Katherine Hall Page,<250,0
10966,Katherine Hall Page,250-499,1
10967,Katherine Hall Page,500-749,0
10968,Katherine Hall Page,750-999,0
10969,Katherine Hall Page,>=1000,0
10970,Katherine Neville,<250,1
10971,Katherine Neville,250-499,0
10972,Katherine Neville,500-749,0
10973,Katherine Neville,750-999,0
10974,Katherine Neville,>=1000,0
10975,Katherine Paterson,<250,1
10976,Katherine Paterson,250-499,0
10977,Katherine Paterson,500-749,0
10978,Katherine Paterson,750-999,0
10979,Katherine Paterson,>=1000,0
10980,Katherine Ramsland,<250,1
10981,Katherine Ramsland,250-499,0
10982,Katherine Ramsland,500-749,0
10983,Katherine Ramsland,750-999,0
10984,Katherine Ramsland,>=1000,0
10985,Kathleen A. Brehony,<250,0
10986,Kathleen A. Brehony,250-499,1
10987,Kathleen A. Brehony,500-749,0
10988,Kathleen A. Brehony,750-999,0
10989,Kathleen A. Brehony,>=1000,0
10990,Kathleen Banks Freeman,<250,1
10991,Kathleen Banks Freeman,250-499,0
10992,Kathleen Banks Freeman,500-749,0
10993,Kathleen Banks Freeman,750-999,0
10994,Kathleen Banks Freeman,>=1000,0
10995,Kathleen Eagle,<250,0
10996,Kathleen Eagle,250-499,1
10997,Kathleen Eagle,500-749,0
10998,Kathleen Eagle,750-999,0
10999,Kathleen Eagle,>=1000,0
11000,Kathleen Eschenburg,<250,0
11001,Kathleen Eschenburg,250-499,1
11002,Kathleen Eschenburg,500-749,0
11003,Kathleen Eschenburg,750-999,0
11004,Kathleen Eschenburg,>=1000,0
11005,Kathleen Olmstead,<250,0
11006,Kathleen Olmstead,250-499,1
11007,Kathleen Olmstead,500-749,0
11008,Kathleen Olmstead,750-999,0
11009,Kathleen Olmstead,>=1000,0
11010,Kathleen Parkinson,<250,0
11011,Kathleen Parkinson,250-499,0
11012,Kathleen Parkinson,500-749,0
11013,Kathleen Parkinson,750-999,1
11014,Kathleen Parkinson,>=1000,0
11015,Kathleen V. Kudlinski,<250,0
11016,Kathleen V. Kudlinski,250-499,1
11017,Kathleen V. Kudlinski,500-749,0
11018,Kathleen V. Kudlinski,750-999,0
11019,Kathleen V. Kudlinski,>=1000,0
11020,Kathleen Winsor,<250,1
11021,Kathleen Winsor,250-499,0
11022,Kathleen Winsor,500-749,0
11023,Kathleen Winsor,750-999,0
11024,Kathleen Winsor,>=1000,0
11025,Kathryn  Hughes,<250,0
11026,Kathryn  Hughes,250-499,1
11027,Kathryn  Hughes,500-749,0
11028,Kathryn  Hughes,750-999,0
11029,Kathryn  Hughes,>=1000,0
11030,Kathryn Lasky,<250,0
11031,Kathryn Lasky,250-499,1
11032,Kathryn Lasky,500-749,0
11033,Kathryn Lasky,750-999,0
11034,Kathryn Lasky,>=1000,0
11035,Kathy Acker,<250,0
11036,Kathy Acker,250-499,0
11037,Kathy Acker,500-749,1
11038,Kathy Acker,750-999,0
11039,Kathy Acker,>=1000,0
11040,Katrina Kittle,<250,0
11041,Katrina Kittle,250-499,1
11042,Katrina Kittle,500-749,0
11043,Katrina Kittle,750-999,0
11044,Katrina Kittle,>=1000,0
11045,Kay Arthur,<250,0
11046,Kay Arthur,250-499,0
11047,Kay Arthur,500-749,0
11048,Kay Arthur,750-999,1
11049,Kay Arthur,>=1000,0
11050,Kay Redfield Jamison,<250,0
11051,Kay Redfield Jamison,250-499,1
11052,Kay Redfield Jamison,500-749,0
11053,Kay Redfield Jamison,750-999,0
11054,Kay Redfield Jamison,>=1000,0
11055,Kaye Gibbons,<250,0
11056,Kaye Gibbons,250-499,1
11057,Kaye Gibbons,500-749,0
11058,Kaye Gibbons,750-999,0
11059,Kaye Gibbons,>=1000,0
11060,Kaza Kingsley,<250,1
11061,Kaza Kingsley,250-499,0
11062,Kaza Kingsley,500-749,0
11063,Kaza Kingsley,750-999,0
11064,Kaza Kingsley,>=1000,0
11065,Kazuo Ishiguro,<250,0
11066,Kazuo Ishiguro,250-499,0
11067,Kazuo Ishiguro,500-749,1
11068,Kazuo Ishiguro,750-999,0
11069,Kazuo Ishiguro,>=1000,0
11070,Kazuo Umezu,<250,0
11071,Kazuo Umezu,250-499,1
11072,Kazuo Umezu,500-749,0
11073,Kazuo Umezu,750-999,0
11074,Kazuo Umezu,>=1000,0
11075,Kei Kusunoki,<250,0
11076,Kei Kusunoki,250-499,1
11077,Kei Kusunoki,500-749,0
11078,Kei Kusunoki,750-999,0
11079,Kei Kusunoki,>=1000,0
11080,Kei Ohishi,<250,0
11081,Kei Ohishi,250-499,0
11082,Kei Ohishi,500-749,0
11083,Kei Ohishi,750-999,0
11084,Kei Ohishi,>=1000,1
11085,Keith Badman,<250,0
11086,Keith Badman,250-499,0
11087,Keith Badman,500-749,0
11088,Keith Badman,750-999,0
11089,Keith Badman,>=1000,1
11090,Keith Baker,<250,1
11091,Keith Baker,250-499,0
11092,Keith Baker,500-749,0
11093,Keith Baker,750-999,0
11094,Keith Baker,>=1000,0
11095,Keith Donohue,<250,0
11096,Keith Donohue,250-499,1
11097,Keith Donohue,500-749,0
11098,Keith Donohue,750-999,0
11099,Keith Donohue,>=1000,0
11100,Keith Gray,<250,1
11101,Keith Gray,250-499,0
11102,Keith Gray,500-749,0
11103,Keith Gray,750-999,0
11104,Keith Gray,>=1000,0
11105,Keith Herber,<250,0
11106,Keith Herber,250-499,0
11107,Keith Herber,500-749,1
11108,Keith Herber,750-999,0
11109,Keith Herber,>=1000,0
11110,Kelley Armstrong,<250,1
11111,Kelley Armstrong,250-499,0
11112,Kelley Armstrong,500-749,0
11113,Kelley Armstrong,750-999,0
11114,Kelley Armstrong,>=1000,0
11115,Kelly  Carr,<250,1
11116,Kelly  Carr,250-499,0
11117,Kelly  Carr,500-749,0
11118,Kelly  Carr,750-999,0
11119,Kelly  Carr,>=1000,0
11120,Kelly McGrath Vlcek,<250,0
11121,Kelly McGrath Vlcek,250-499,1
11122,Kelly McGrath Vlcek,500-749,0
11123,Kelly McGrath Vlcek,750-999,0
11124,Kelly McGrath Vlcek,>=1000,0
11125,Ken Follett,<250,0
11126,Ken Follett,250-499,0
11127,Ken Follett,500-749,0
11128,Ken Follett,750-999,1
11129,Ken Follett,>=1000,0
11130,Ken Haedrich,<250,0
11131,Ken Haedrich,250-499,1
11132,Ken Haedrich,500-749,0
11133,Ken Haedrich,750-999,0
11134,Ken Haedrich,>=1000,0
11135,Ken Kesey,<250,1
11136,Ken Kesey,250-499,0
11137,Ken Kesey,500-749,0
11138,Ken Kesey,750-999,0
11139,Ken Kesey,>=1000,0
11140,Ken Knabb,<250,0
11141,Ken Knabb,250-499,1
11142,Ken Knabb,500-749,0
11143,Ken Knabb,750-999,0
11144,Ken Knabb,>=1000,0
11145,Ken Mandelbaum,<250,1
11146,Ken Mandelbaum,250-499,0
11147,Ken Mandelbaum,500-749,0
11148,Ken Mandelbaum,750-999,0
11149,Ken Mandelbaum,>=1000,0
11150,Kenneth C. Laudon,<250,0
11151,Kenneth C. Laudon,250-499,1
11152,Kenneth C. Laudon,500-749,0
11153,Kenneth C. Laudon,750-999,0
11154,Kenneth C. Laudon,>=1000,0
11155,Kenneth Grahame,<250,1
11156,Kenneth Grahame,250-499,0
11157,Kenneth Grahame,500-749,0
11158,Kenneth Grahame,750-999,0
11159,Kenneth Grahame,>=1000,0
11160,Kenneth H. Blanchard,<250,0
11161,Kenneth H. Blanchard,250-499,0
11162,Kenneth H. Blanchard,500-749,1
11163,Kenneth H. Blanchard,750-999,0
11164,Kenneth H. Blanchard,>=1000,0
11165,Kenneth Osgood,<250,1
11166,Kenneth Osgood,250-499,0
11167,Kenneth Osgood,500-749,0
11168,Kenneth Osgood,750-999,0
11169,Kenneth Osgood,>=1000,0
11170,Kenneth Robeson,<250,1
11171,Kenneth Robeson,250-499,0
11172,Kenneth Robeson,500-749,0
11173,Kenneth Robeson,750-999,0
11174,Kenneth Robeson,>=1000,0
11175,Kenneth Silverman,<250,0
11176,Kenneth Silverman,250-499,1
11177,Kenneth Silverman,500-749,0
11178,Kenneth Silverman,750-999,0
11179,Kenneth Silverman,>=1000,0
11180,Kent R. Weeks,<250,0
11181,Kent R. Weeks,250-499,0
11182,Kent R. Weeks,500-749,1
11183,Kent R. Weeks,750-999,0
11184,Kent R. Weeks,>=1000,0
11185,Kenzaburō Ōe,<250,1
11186,Kenzaburō Ōe,250-499,0
11187,Kenzaburō Ōe,500-749,0
11188,Kenzaburō Ōe,750-999,0
11189,Kenzaburō Ōe,>=1000,0
11190,Keri Hulme,<250,1
11191,Keri Hulme,250-499,0
11192,Keri Hulme,500-749,0
11193,Keri Hulme,750-999,0
11194,Keri Hulme,>=1000,0
11195,Kermit L. Hall,<250,1
11196,Kermit L. Hall,250-499,0
11197,Kermit L. Hall,500-749,0
11198,Kermit L. Hall,750-999,0
11199,Kermit L. Hall,>=1000,0
11200,Kerry Patterson,<250,1
11201,Kerry Patterson,250-499,0
11202,Kerry Patterson,500-749,0
11203,Kerry Patterson,750-999,0
11204,Kerry Patterson,>=1000,0
11205,Kevin   Walsh,<250,0
11206,Kevin   Walsh,250-499,1
11207,Kevin   Walsh,500-749,0
11208,Kevin   Walsh,750-999,0
11209,Kevin   Walsh,>=1000,0
11210,Kevin Brockmeier,<250,0
11211,Kevin Brockmeier,250-499,1
11212,Kevin Brockmeier,500-749,0
11213,Kevin Brockmeier,750-999,0
11214,Kevin Brockmeier,>=1000,0
11215,Kevin Crossley-Holland,<250,1
11216,Kevin Crossley-Holland,250-499,0
11217,Kevin Crossley-Holland,500-749,0
11218,Kevin Crossley-Holland,750-999,0
11219,Kevin Crossley-Holland,>=1000,0
11220,Kevin D. Mitnick,<250,0
11221,Kevin D. Mitnick,250-499,0
11222,Kevin D. Mitnick,500-749,1
11223,Kevin D. Mitnick,750-999,0
11224,Kevin D. Mitnick,>=1000,0
11225,Kevin Henkes,<250,0
11226,Kevin Henkes,250-499,1
11227,Kevin Henkes,500-749,0
11228,Kevin Henkes,750-999,0
11229,Kevin Henkes,>=1000,0
11230,Kevin O'Malley,<250,1
11231,Kevin O'Malley,250-499,0
11232,Kevin O'Malley,500-749,0
11233,Kevin O'Malley,750-999,0
11234,Kevin O'Malley,>=1000,0
11235,Kevin S. Decker,<250,0
11236,Kevin S. Decker,250-499,1
11237,Kevin S. Decker,500-749,0
11238,Kevin S. Decker,750-999,0
11239,Kevin S. Decker,>=1000,0
11240,Kevin Smith,<250,1
11241,Kevin Smith,250-499,0
11242,Kevin Smith,500-749,0
11243,Kevin Smith,750-999,0
11244,Kevin Smith,>=1000,0
11245,Kevin Trudeau,<250,0
11246,Kevin Trudeau,250-499,1
11247,Kevin Trudeau,500-749,0
11248,Kevin Trudeau,750-999,0
11249,Kevin Trudeau,>=1000,0
11250,Kim Edwards,<250,0
11251,Kim Edwards,250-499,1
11252,Kim Edwards,500-749,0
11253,Kim Edwards,750-999,0
11254,Kim Edwards,>=1000,0
11255,Kim Harrison,<250,0
11256,Kim Harrison,250-499,0
11257,Kim Harrison,500-749,1
11258,Kim Harrison,750-999,0
11259,Kim Harrison,>=1000,0
11260,Kim Newman,<250,0
11261,Kim Newman,250-499,1
11262,Kim Newman,500-749,0
11263,Kim Newman,750-999,0
11264,Kim Newman,>=1000,0
11265,Kim Stanley Robinson,<250,0
11266,Kim Stanley Robinson,250-499,0
11267,Kim Stanley Robinson,500-749,1
11268,Kim Stanley Robinson,750-999,0
11269,Kim Stanley Robinson,>=1000,0
11270,Kim Wilson,<250,1
11271,Kim Wilson,250-499,0
11272,Kim Wilson,500-749,0
11273,Kim Wilson,750-999,0
11274,Kim Wilson,>=1000,0
11275,Kimon Nicolaides,<250,0
11276,Kimon Nicolaides,250-499,0
11277,Kimon Nicolaides,500-749,1
11278,Kimon Nicolaides,750-999,0
11279,Kimon Nicolaides,>=1000,0
11280,King Arthur Flour,<250,0
11281,King Arthur Flour,250-499,1
11282,King Arthur Flour,500-749,0
11283,King Arthur Flour,750-999,0
11284,King Arthur Flour,>=1000,0
11285,Kingdome 19,<250,0
11286,Kingdome 19,250-499,1
11287,Kingdome 19,500-749,0
11288,Kingdome 19,750-999,0
11289,Kingdome 19,>=1000,0
11290,Kip S. Thorne,<250,0
11291,Kip S. Thorne,250-499,1
11292,Kip S. Thorne,500-749,0
11293,Kip S. Thorne,750-999,0
11294,Kip S. Thorne,>=1000,0
11295,Kira Salak,<250,1
11296,Kira Salak,250-499,0
11297,Kira Salak,500-749,0
11298,Kira Salak,750-999,0
11299,Kira Salak,>=1000,0
11300,Kitty Burns Florey,<250,0
11301,Kitty Burns Florey,250-499,1
11302,Kitty Burns Florey,500-749,0
11303,Kitty Burns Florey,750-999,0
11304,Kitty Burns Florey,>=1000,0
11305,Kiyohiko Azuma,<250,1
11306,Kiyohiko Azuma,250-499,0
11307,Kiyohiko Azuma,500-749,0
11308,Kiyohiko Azuma,750-999,0
11309,Kiyohiko Azuma,>=1000,0
11310,Knut Hamsun,<250,1
11311,Knut Hamsun,250-499,0
11312,Knut Hamsun,500-749,0
11313,Knut Hamsun,750-999,0
11314,Knut Hamsun,>=1000,0
11315,Kohta Hirano,<250,0
11316,Kohta Hirano,250-499,1
11317,Kohta Hirano,500-749,0
11318,Kohta Hirano,750-999,0
11319,Kohta Hirano,>=1000,0
11320,Konrad Eisenbichler,<250,0
11321,Konrad Eisenbichler,250-499,0
11322,Konrad Eisenbichler,500-749,1
11323,Konrad Eisenbichler,750-999,0
11324,Konrad Eisenbichler,>=1000,0
11325,Konrad Lorenz,<250,0
11326,Konrad Lorenz,250-499,0
11327,Konrad Lorenz,500-749,0
11328,Konrad Lorenz,750-999,1
11329,Konrad Lorenz,>=1000,0
11330,Kresley Cole,<250,0
11331,Kresley Cole,250-499,1
11332,Kresley Cole,500-749,0
11333,Kresley Cole,750-999,0
11334,Kresley Cole,>=1000,0
11335,Kris Lane,<250,0
11336,Kris Lane,250-499,1
11337,Kris Lane,500-749,0
11338,Kris Lane,750-999,0
11339,Kris Lane,>=1000,0
11340,Kristi Gold,<250,1
11341,Kristi Gold,250-499,0
11342,Kristi Gold,500-749,0
11343,Kristi Gold,750-999,0
11344,Kristi Gold,>=1000,0
11345,Kristian Fraga,<250,0
11346,Kristian Fraga,250-499,0
11347,Kristian Fraga,500-749,0
11348,Kristian Fraga,750-999,0
11349,Kristian Fraga,>=1000,1
11350,Kristiana Gregory,<250,0
11351,Kristiana Gregory,250-499,1
11352,Kristiana Gregory,500-749,0
11353,Kristiana Gregory,750-999,0
11354,Kristiana Gregory,>=1000,0
11355,Kuki Gallmann,<250,0
11356,Kuki Gallmann,250-499,1
11357,Kuki Gallmann,500-749,0
11358,Kuki Gallmann,750-999,0
11359,Kuki Gallmann,>=1000,0
11360,Kurban Said,<250,0
11361,Kurban Said,250-499,1
11362,Kurban Said,500-749,0
11363,Kurban Said,750-999,0
11364,Kurban Said,>=1000,0
11365,Kurt Busiek,<250,0
11366,Kurt Busiek,250-499,1
11367,Kurt Busiek,500-749,0
11368,Kurt Busiek,750-999,0
11369,Kurt Busiek,>=1000,0
11370,Kurt Eichenwald,<250,0
11371,Kurt Eichenwald,250-499,0
11372,Kurt Eichenwald,500-749,1
11373,Kurt Eichenwald,750-999,0
11374,Kurt Eichenwald,>=1000,0
11375,Kurt Reighley,<250,1
11376,Kurt Reighley,250-499,0
11377,Kurt Reighley,500-749,0
11378,Kurt Reighley,750-999,0
11379,Kurt Reighley,>=1000,0
11380,Kurt Reiter,<250,0
11381,Kurt Reiter,250-499,1
11382,Kurt Reiter,500-749,0
11383,Kurt Reiter,750-999,0
11384,Kurt Reiter,>=1000,0
11385,Kurt Vonnegut Jr.,<250,0
11386,Kurt Vonnegut Jr.,250-499,1
11387,Kurt Vonnegut Jr.,500-749,0
11388,Kurt Vonnegut Jr.,750-999,0
11389,Kurt Vonnegut Jr.,>=1000,0
11390,Kym Douglas,<250,1
11391,Kym Douglas,250-499,0
11392,Kym Douglas,500-749,0
11393,Kym Douglas,750-999,0
11394,Kym Douglas,>=1000,0
11395,Kyoko Hikawa,<250,0
11396,Kyoko Hikawa,250-499,0
11397,Kyoko Hikawa,500-749,1
11398,Kyoko Hikawa,750-999,0
11399,Kyoko Hikawa,>=1000,0
11400,Kōbō Abe,<250,0
11401,Kōbō Abe,250-499,1
11402,Kōbō Abe,500-749,0
11403,Kōbō Abe,750-999,0
11404,Kōbō Abe,>=1000,0
11405,Kōji Suzuki,<250,0
11406,Kōji Suzuki,250-499,1
11407,Kōji Suzuki,500-749,0
11408,Kōji Suzuki,750-999,0
11409,Kōji Suzuki,>=1000,0
11410,L. Alan LeDoux,<250,1
11411,L. Alan LeDoux,250-499,0
11412,L. Alan LeDoux,500-749,0
11413,L. Alan LeDoux,750-999,0
11414,L. Alan LeDoux,>=1000,0
11415,L. David Allen,<250,0
11416,L. David Allen,250-499,0
11417,L. David Allen,500-749,1
11418,L. David Allen,750-999,0
11419,L. David Allen,>=1000,0
11420,L. John Mason,<250,1
11421,L. John Mason,250-499,0
11422,L. John Mason,500-749,0
11423,L. John Mason,750-999,0
11424,L. John Mason,>=1000,0
11425,L. Sprague de Camp,<250,1
11426,L. Sprague de Camp,250-499,0
11427,L. Sprague de Camp,500-749,0
11428,L. Sprague de Camp,750-999,0
11429,L. Sprague de Camp,>=1000,0
11430,L.A. Banks,<250,0
11431,L.A. Banks,250-499,1
11432,L.A. Banks,500-749,0
11433,L.A. Banks,750-999,0
11434,L.A. Banks,>=1000,0
11435,L.M. Montgomery,<250,0
11436,L.M. Montgomery,250-499,1
11437,L.M. Montgomery,500-749,0
11438,L.M. Montgomery,750-999,0
11439,L.M. Montgomery,>=1000,0
11440,Lady Sarashina,<250,0
11441,Lady Sarashina,250-499,0
11442,Lady Sarashina,500-749,0
11443,Lady Sarashina,750-999,0
11444,Lady Sarashina,>=1000,1
11445,Lala Okamoto,<250,0
11446,Lala Okamoto,250-499,1
11447,Lala Okamoto,500-749,0
11448,Lala Okamoto,750-999,0
11449,Lala Okamoto,>=1000,0
11450,Lalita Tademy,<250,1
11451,Lalita Tademy,250-499,0
11452,Lalita Tademy,500-749,0
11453,Lalita Tademy,750-999,0
11454,Lalita Tademy,>=1000,0
11455,Lan Samantha Chang,<250,0
11456,Lan Samantha Chang,250-499,1
11457,Lan Samantha Chang,500-749,0
11458,Lan Samantha Chang,750-999,0
11459,Lan Samantha Chang,>=1000,0
11460,Lance Armstrong,<250,0
11461,Lance Armstrong,250-499,1
11462,Lance Armstrong,500-749,0
11463,Lance Armstrong,750-999,0
11464,Lance Armstrong,>=1000,0
11465,Lane Smith,<250,0
11466,Lane Smith,250-499,1
11467,Lane Smith,500-749,0
11468,Lane Smith,750-999,0
11469,Lane Smith,>=1000,0
11470,Lani Guinier,<250,1
11471,Lani Guinier,250-499,0
11472,Lani Guinier,500-749,0
11473,Lani Guinier,750-999,0
11474,Lani Guinier,>=1000,0
11475,Lao Tzu,<250,0
11476,Lao Tzu,250-499,1
11477,Lao Tzu,500-749,0
11478,Lao Tzu,750-999,0
11479,Lao Tzu,>=1000,0
11480,Larry Bond,<250,1
11481,Larry Bond,250-499,0
11482,Larry Bond,500-749,0
11483,Larry Bond,750-999,0
11484,Larry Bond,>=1000,0
11485,Larry Burkett,<250,0
11486,Larry Burkett,250-499,0
11487,Larry Burkett,500-749,1
11488,Larry Burkett,750-999,0
11489,Larry Burkett,>=1000,0
11490,Larry J. Koenig,<250,0
11491,Larry J. Koenig,250-499,0
11492,Larry J. Koenig,500-749,1
11493,Larry J. Koenig,750-999,0
11494,Larry J. Koenig,>=1000,0
11495,Larry J. Stephens,<250,0
11496,Larry J. Stephens,250-499,1
11497,Larry J. Stephens,500-749,0
11498,Larry J. Stephens,750-999,0
11499,Larry J. Stephens,>=1000,0
11500,Larry McMurtry,<250,0
11501,Larry McMurtry,250-499,1
11502,Larry McMurtry,500-749,0
11503,Larry McMurtry,750-999,0
11504,Larry McMurtry,>=1000,0
11505,Larry Young,<250,0
11506,Larry Young,250-499,1
11507,Larry Young,500-749,0
11508,Larry Young,750-999,0
11509,Larry Young,>=1000,0
11510,Laura  Jordan,<250,0
11511,Laura  Jordan,250-499,0
11512,Laura  Jordan,500-749,1
11513,Laura  Jordan,750-999,0
11514,Laura  Jordan,>=1000,0
11515,Laura Buller,<250,1
11516,Laura Buller,250-499,0
11517,Laura Buller,500-749,0
11518,Laura Buller,750-999,0
11519,Laura Buller,>=1000,0
11520,Laura Caldwell,<250,0
11521,Laura Caldwell,250-499,0
11522,Laura Caldwell,500-749,1
11523,Laura Caldwell,750-999,0
11524,Laura Caldwell,>=1000,0
11525,Laura Dave,<250,0
11526,Laura Dave,250-499,1
11527,Laura Dave,500-749,0
11528,Laura Dave,750-999,0
11529,Laura Dave,>=1000,0
11530,Laura Driscoll,<250,0
11531,Laura Driscoll,250-499,0
11532,Laura Driscoll,500-749,1
11533,Laura Driscoll,750-999,0
11534,Laura Driscoll,>=1000,0
11535,Laura E. Berk,<250,0
11536,Laura E. Berk,250-499,1
11537,Laura E. Berk,500-749,0
11538,Laura E. Berk,750-999,0
11539,Laura E. Berk,>=1000,0
11540,Laura Esquivel,<250,1
11541,Laura Esquivel,250-499,0
11542,Laura Esquivel,500-749,0
11543,Laura Esquivel,750-999,0
11544,Laura Esquivel,>=1000,0
11545,Laura Florand,<250,1
11546,Laura Florand,250-499,0
11547,Laura Florand,500-749,0
11548,Laura Florand,750-999,0
11549,Laura Florand,>=1000,0
11550,Laura Furman,<250,1
11551,Laura Furman,250-499,0
11552,Laura Furman,500-749,0
11553,Laura Furman,750-999,0
11554,Laura Furman,>=1000,0
11555,Laura Godwin,<250,0
11556,Laura Godwin,250-499,1
11557,Laura Godwin,500-749,0
11558,Laura Godwin,750-999,0
11559,Laura Godwin,>=1000,0
11560,Laura Ingalls Wilder,<250,0
11561,Laura Ingalls Wilder,250-499,1
11562,Laura Ingalls Wilder,500-749,0
11563,Laura Ingalls Wilder,750-999,0
11564,Laura Ingalls Wilder,>=1000,0
11565,Laurel Thatcher Ulrich,<250,0
11566,Laurel Thatcher Ulrich,250-499,1
11567,Laurel Thatcher Ulrich,500-749,0
11568,Laurel Thatcher Ulrich,750-999,0
11569,Laurel Thatcher Ulrich,>=1000,0
11570,Laurell K. Hamilton,<250,0
11571,Laurell K. Hamilton,250-499,0
11572,Laurell K. Hamilton,500-749,0
11573,Laurell K. Hamilton,750-999,0
11574,Laurell K. Hamilton,>=1000,1
11575,Lauren  Levin,<250,0
11576,Lauren  Levin,250-499,1
11577,Lauren  Levin,500-749,0
11578,Lauren  Levin,750-999,0
11579,Lauren  Levin,>=1000,0
11580,Lauren Bacall,<250,1
11581,Lauren Bacall,250-499,0
11582,Lauren Bacall,500-749,0
11583,Lauren Bacall,750-999,0
11584,Lauren Bacall,>=1000,0
11585,Lauren Henderson,<250,0
11586,Lauren Henderson,250-499,0
11587,Lauren Henderson,500-749,0
11588,Lauren Henderson,750-999,1
11589,Lauren Henderson,>=1000,0
11590,Lauren Slater,<250,0
11591,Lauren Slater,250-499,1
11592,Lauren Slater,500-749,0
11593,Lauren Slater,750-999,0
11594,Lauren Slater,>=1000,0
11595,Lauren Stringer,<250,0
11596,Lauren Stringer,250-499,0
11597,Lauren Stringer,500-749,1
11598,Lauren Stringer,750-999,0
11599,Lauren Stringer,>=1000,0
11600,Lauren Weisberger,<250,0
11601,Lauren Weisberger,250-499,1
11602,Lauren Weisberger,500-749,0
11603,Lauren Weisberger,750-999,0
11604,Lauren Weisberger,>=1000,0
11605,Lauren Willig,<250,0
11606,Lauren Willig,250-499,1
11607,Lauren Willig,500-749,0
11608,Lauren Willig,750-999,0
11609,Lauren Willig,>=1000,0
11610,Laurence L. Brunton,<250,1
11611,Laurence L. Brunton,250-499,0
11612,Laurence L. Brunton,500-749,0
11613,Laurence L. Brunton,750-999,0
11614,Laurence L. Brunton,>=1000,0
11615,Laurence Olivier,<250,1
11616,Laurence Olivier,250-499,0
11617,Laurence Olivier,500-749,0
11618,Laurence Olivier,750-999,0
11619,Laurence Olivier,>=1000,0
11620,Laurence Sterne,<250,1
11621,Laurence Sterne,250-499,0
11622,Laurence Sterne,500-749,0
11623,Laurence Sterne,750-999,0
11624,Laurence Sterne,>=1000,0
11625,Laurence Yep,<250,0
11626,Laurence Yep,250-499,1
11627,Laurence Yep,500-749,0
11628,Laurence Yep,750-999,0
11629,Laurence Yep,>=1000,0
11630,Laurent de Brunhoff,<250,1
11631,Laurent de Brunhoff,250-499,0
11632,Laurent de Brunhoff,500-749,0
11633,Laurent de Brunhoff,750-999,0
11634,Laurent de Brunhoff,>=1000,0
11635,Laurie Garrett,<250,0
11636,Laurie Garrett,250-499,1
11637,Laurie Garrett,500-749,0
11638,Laurie Garrett,750-999,0
11639,Laurie Garrett,>=1000,0
11640,Laurie Halse Anderson,<250,0
11641,Laurie Halse Anderson,250-499,0
11642,Laurie Halse Anderson,500-749,1
11643,Laurie Halse Anderson,750-999,0
11644,Laurie Halse Anderson,>=1000,0
11645,Laurie Notaro,<250,1
11646,Laurie Notaro,250-499,0
11647,Laurie Notaro,500-749,0
11648,Laurie Notaro,750-999,0
11649,Laurie Notaro,>=1000,0
11650,Lavigne,<250,0
11651,Lavigne,250-499,1
11652,Lavigne,500-749,0
11653,Lavigne,750-999,0
11654,Lavigne,>=1000,0
11655,Lawrence Block,<250,1
11656,Lawrence Block,250-499,0
11657,Lawrence Block,500-749,0
11658,Lawrence Block,750-999,0
11659,Lawrence Block,>=1000,0
11660,Lawrence Durrell,<250,1
11661,Lawrence Durrell,250-499,0
11662,Lawrence Durrell,500-749,0
11663,Lawrence Durrell,750-999,0
11664,Lawrence Durrell,>=1000,0
11665,Lawrence Lessig,<250,0
11666,Lawrence Lessig,250-499,1
11667,Lawrence Lessig,500-749,0
11668,Lawrence Lessig,750-999,0
11669,Lawrence Lessig,>=1000,0
